,Date,Fund,NAV,Units,Inv,Cur
701,12-2020,Mirae_Asset_Hybrid_Equity_Fund,18.818,265.69,4999.75,9240.7
702,01-2021,Mirae_Asset_Hybrid_Equity_Fund,19.605,255.024,4999.75,8869.73
703,01-2021,Mirae_Asset_Hybrid_Equity_Fund,20.151,248.114,4999.75,8629.4
704,01-2021,Mirae_Asset_Hybrid_Equity_Fund,20.345,245.748,4999.75,8547.12
705,02-2021,Mirae_Asset_Hybrid_Equity_Fund,20.631,242.342,4999.75,8428.65
706,02-2021,Mirae_Asset_Hybrid_Equity_Fund,21.058,237.428,4999.75,8257.75
707,02-2021,Mirae_Asset_Hybrid_Equity_Fund,20.913,239.074,4999.75,8314.99
708,03-2021,Mirae_Asset_Hybrid_Equity_Fund,20.955,238.595,4999.75,8298.33
709,03-2021,Mirae_Asset_Hybrid_Equity_Fund,21.066,237.337,4999.75,8254.58
710,03-2021,Mirae_Asset_Hybrid_Equity_Fund,20.745,241.01,4999.75,8382.33
711,04-2021,Mirae_Asset_Hybrid_Equity_Fund,20.596,242.753,4999.75,8442.95
712,04-2021,Mirae_Asset_Hybrid_Equity_Fund,20.518,243.676,4999.75,8475.05
713,04-2021,Mirae_Asset_Hybrid_Equity_Fund,20.436,244.654,4999.75,8509.07
714,04-2021,Mirae_Asset_Hybrid_Equity_Fund,20.372,245.423,4999.75,8535.81
715,05-2021,Mirae_Asset_Hybrid_Equity_Fund,20.813,240.222,4999.75,8354.92
716,05-2021,Mirae_Asset_Hybrid_Equity_Fund,21.151,236.384,4999.75,8221.44
717,05-2021,Mirae_Asset_Hybrid_Equity_Fund,21.6,231.47,4999.75,8050.53
718,06-2021,Mirae_Asset_Hybrid_Equity_Fund,22.0,227.261,4999.75,7904.14
719,06-2021,Mirae_Asset_Hybrid_Equity_Fund,22.323,223.973,4999.75,7789.78
720,06-2021,Mirae_Asset_Hybrid_Equity_Fund,22.314,224.063,4999.75,7792.91
721,07-2021,Mirae_Asset_Hybrid_Equity_Fund,22.467,222.537,4999.75,7739.84
722,07-2021,Mirae_Asset_Hybrid_Equity_Fund,22.712,220.137,4999.75,7656.36
723,07-2021,Mirae_Asset_Hybrid_Equity_Fund,22.868,218.635,4999.75,7604.13
724,08-2021,Mirae_Asset_Hybrid_Equity_Fund,23.396,213.701,4999.75,7432.52
725,08-2021,Mirae_Asset_Hybrid_Equity_Fund,23.242,215.117,4999.75,7481.77
726,08-2021,Mirae_Asset_Hybrid_Equity_Fund,23.311,214.48,4999.75,7459.61
727,09-2021,Mirae_Asset_Hybrid_Equity_Fund,24.007,208.262,4999.75,7243.35
728,09-2021,Mirae_Asset_Hybrid_Equity_Fund,24.339,205.421,4999.75,7144.54
729,09-2021,Mirae_Asset_Hybrid_Equity_Fund,24.296,205.785,4999.75,7157.2
730,10-2021,Mirae_Asset_Hybrid_Equity_Fund,24.527,203.847,4999.75,7089.8
731,10-2021,Mirae_Asset_Hybrid_Equity_Fund,24.838,201.294,4999.75,7001.01
732,10-2021,Mirae_Asset_Hybrid_Equity_Fund,24.845,201.238,4999.75,6999.06
733,11-2021,Mirae_Asset_Hybrid_Equity_Fund,24.941,200.463,4999.75,6972.1
734,11-2021,Mirae_Asset_Hybrid_Equity_Fund,25.097,199.217,4999.75,6928.77
735,11-2021,Mirae_Asset_Hybrid_Equity_Fund,24.647,202.854,4999.75,7055.26
736,12-2021,Mirae_Asset_Hybrid_Equity_Fund,24.47,204.322,4999.75,7106.32
737,12-2021,Mirae_Asset_Hybrid_Equity_Fund,24.577,203.432,4999.75,7075.36
738,12-2021,Mirae_Asset_Hybrid_Equity_Fund,24.078,207.648,4999.75,7222.0
739,01-2022,Mirae_Asset_Hybrid_Equity_Fund,24.845,201.238,4999.75,6999.06
740,01-2022,Mirae_Asset_Hybrid_Equity_Fund,25.157,198.742,4999.75,6912.25
741,01-2022,Mirae_Asset_Hybrid_Equity_Fund,24.264,206.056,4999.75,7166.63
742,02-2022,Mirae_Asset_Hybrid_Equity_Fund,24.686,202.534,4999.75,7044.13
743,02-2022,Mirae_Asset_Hybrid_Equity_Fund,24.444,204.539,4999.75,7113.87
744,02-2022,Mirae_Asset_Hybrid_Equity_Fund,23.891,209.273,4999.75,7278.51
745,03-2022,Mirae_Asset_Hybrid_Equity_Fund,23.379,213.856,4999.75,7437.91
746,03-2022,Mirae_Asset_Hybrid_Equity_Fund,23.491,212.837,4999.75,7402.47
747,03-2022,Mirae_Asset_Hybrid_Equity_Fund,24.117,207.312,4999.75,7210.31
748,04-2022,Mirae_Asset_Hybrid_Equity_Fund,24.753,201.986,4999.75,7025.07
749,04-2022,Mirae_Asset_Hybrid_Equity_Fund,24.573,203.465,4999.75,7076.51
750,04-2022,Mirae_Asset_Hybrid_Equity_Fund,24.449,204.497,4999.75,7112.41
751,05-2022,Mirae_Asset_Hybrid_Equity_Fund,23.989,208.418,4999.75,7248.78
752,05-2022,Mirae_Asset_Hybrid_Equity_Fund,22.89,218.425,4999.75,7596.82
753,05-2022,Mirae_Asset_Hybrid_Equity_Fund,23.003,217.352,4999.75,7559.5
754,06-2022,Mirae_Asset_Hybrid_Equity_Fund,23.464,213.082,4999.75,7410.99
755,06-2022,Mirae_Asset_Hybrid_Equity_Fund,22.54,221.817,4999.75,7714.8
756,06-2022,Mirae_Asset_Hybrid_Equity_Fund,22.166,225.559,4999.75,7844.94
757,07-2022,Mirae_Asset_Hybrid_Equity_Fund,22.815,219.143,4999.75,7621.79
758,07-2022,Mirae_Asset_Hybrid_Equity_Fund,23.149,215.981,4999.75,7511.82
759,07-2022,Mirae_Asset_Hybrid_Equity_Fund,23.774,210.303,4999.75,7314.34
760,08-2022,Mirae_Asset_Hybrid_Equity_Fund,24.527,203.847,4999.75,7089.8
761,08-2022,Mirae_Asset_Hybrid_Equity_Fund,24.777,201.79,4999.75,7018.26
762,08-2022,Mirae_Asset_Hybrid_Equity_Fund,24.652,202.813,4999.75,7053.84
763,09-2022,Mirae_Asset_Hybrid_Equity_Fund,24.806,201.554,4999.75,7010.05
764,09-2022,Mirae_Asset_Hybrid_Equity_Fund,25.267,197.877,4999.75,6882.16
765,09-2022,Mirae_Asset_Hybrid_Equity_Fund,25.096,199.225,4999.75,6929.05
766,10-2022,Mirae_Asset_Hybrid_Equity_Fund,24.239,206.269,4999.75,7174.04
767,10-2022,Mirae_Asset_Hybrid_Equity_Fund,24.345,205.371,4999.75,7142.8
768,10-2022,Mirae_Asset_Hybrid_Equity_Fund,24.809,201.53,4999.75,7009.21
769,11-2022,Mirae_Asset_Hybrid_Equity_Fund,25.321,197.455,4999.75,6867.48
770,11-2022,Mirae_Asset_Hybrid_Equity_Fund,25.512,195.976,4999.75,6816.05
771,11-2022,Mirae_Asset_Hybrid_Equity_Fund,25.322,197.447,4999.75,6867.21
772,12-2022,Mirae_Asset_Hybrid_Equity_Fund,26.018,192.165,4999.75,6683.5
773,12-2022,Mirae_Asset_Hybrid_Equity_Fund,25.843,193.466,4999.75,6728.75
774,12-2022,Mirae_Asset_Hybrid_Equity_Fund,25.473,196.276,4999.75,6826.48
775,01-2023,Mirae_Asset_Hybrid_Equity_Fund,25.58,195.455,4999.75,6797.92
776,01-2023,Mirae_Asset_Hybrid_Equity_Fund,25.436,196.562,4999.75,6836.43
777,01-2023,Mirae_Asset_Hybrid_Equity_Fund,25.493,196.122,4999.75,6821.12
778,02-2023,Mirae_Asset_Hybrid_Equity_Fund,24.938,200.487,4999.75,6972.94
779,02-2023,Mirae_Asset_Hybrid_Equity_Fund,25.2,198.403,4999.75,6900.46
780,02-2023,Mirae_Asset_Hybrid_Equity_Fund,25.127,198.979,4999.75,6920.49
781,03-2023,Mirae_Asset_Hybrid_Equity_Fund,24.832,201.343,4999.75,7002.71
782,03-2023,Mirae_Asset_Hybrid_Equity_Fund,24.507,204.013,4999.75,7095.57
783,03-2023,Mirae_Asset_Hybrid_Equity_Fund,24.463,204.38,4999.75,7108.34
784,04-2023,Mirae_Asset_Hybrid_Equity_Fund,24.808,201.538,4999.75,7009.49
785,04-2023,Mirae_Asset_Hybrid_Equity_Fund,25.046,199.623,4999.75,6942.89
786,04-2023,Mirae_Asset_Hybrid_Equity_Fund,25.15,198.797,4999.75,6914.16
787,05-2023,Mirae_Asset_Hybrid_Equity_Fund,25.733,194.293,4999.75,6757.51
788,05-2023,Mirae_Asset_Hybrid_Equity_Fund,25.973,192.498,4999.75,6695.08
789,05-2023,Mirae_Asset_Hybrid_Equity_Fund,26.061,191.848,4999.75,6672.47
790,06-2023,Mirae_Asset_Hybrid_Equity_Fund,26.413,189.291,4999.75,6583.54
791,06-2023,Mirae_Asset_Hybrid_Equity_Fund,26.784,186.669,4999.75,6492.35
792,06-2023,Mirae_Asset_Hybrid_Equity_Fund,26.985,185.279,4999.75,6444.0
793,07-2023,Mirae_Asset_Hybrid_Equity_Fund,27.358,182.753,4999.75,6356.15
794,07-2023,Mirae_Asset_Hybrid_Equity_Fund,27.522,181.664,4999.75,6318.27
795,07-2023,Mirae_Asset_Hybrid_Equity_Fund,27.972,178.741,4999.75,6216.61
796,08-2023,Mirae_Asset_Hybrid_Equity_Fund,28.114,177.838,4999.75,6185.21
797,08-2023,Mirae_Asset_Hybrid_Equity_Fund,28.099,177.933,4999.75,6188.51
798,09-2023,Mirae_Asset_Hybrid_Equity_Fund,28.707,174.165,4999.75,6057.46
799,09-2023,Mirae_Asset_Hybrid_Equity_Fund,28.495,175.461,4999.75,6102.53
800,10-2023,Mirae_Asset_Hybrid_Equity_Fund,28.532,175.233,4999.75,6094.6
801,10-2023,Mirae_Asset_Hybrid_Equity_Fund,27.901,179.196,4999.75,6232.44
802,11-2023,Mirae_Asset_Hybrid_Equity_Fund,28.29,530.196,14999.25,18440.22
803,12-2023,Mirae_Asset_Hybrid_Equity_Fund,29.813,503.111,14999.25,17498.2
804,01-2024,Mirae_Asset_Hybrid_Equity_Fund,30.68,488.893,14999.25,17003.7
805,02-2024,Mirae_Asset_Hybrid_Equity_Fund,31.048,483.099,14999.25,16802.18
806,03-2024,Mirae_Asset_Hybrid_Equity_Fund,31.965,469.24,14999.25,16320.17
807,04-2024,Mirae_Asset_Hybrid_Equity_Fund,32.346,463.713,14999.25,16127.94
808,05-2024,Mirae_Asset_Hybrid_Equity_Fund,32.32,464.086,14999.25,16140.91
809,06-2024,Mirae_Asset_Hybrid_Equity_Fund,32.753,457.95,14999.25,15927.5
810,07-2024,Mirae_Asset_Hybrid_Equity_Fund,35.241,425.619,14999.25,14803.03
811,08-2024,Mirae_Asset_Hybrid_Equity_Fund,35.033,428.146,14999.25,14890.92
812,09-2024,Mirae_Asset_Hybrid_Equity_Fund,36.917,406.297,14999.25,14131.01
813,10-2024,Mirae_Asset_Hybrid_Equity_Fund,36.262,413.635,14999.25,14386.23
814,11-2024,Mirae_Asset_Hybrid_Equity_Fund,35.837,418.541,14999.25,14556.86
815,12-2024,Mirae_Asset_Hybrid_Equity_Fund,36.555,410.32,14999.25,14270.93
816,11-2022,UTI_Nifty_Next_Index_Fund,15.7636,634.341,9999.5,15176.23
817,12-2022,UTI_Nifty_Next_Index_Fund,16.0506,622.999,9999.5,14904.88
818,12-2022,UTI_Nifty_Next_Index_Fund,15.4337,647.9,9999.5,15500.62
819,01-2023,UTI_Nifty_Next_Index_Fund,15.3985,649.381,9999.5,15536.05
820,01-2023,UTI_Nifty_Next_Index_Fund,14.3196,698.309,9999.5,16706.62
821,02-2023,UTI_Nifty_Next_Index_Fund,13.9362,717.52,9999.5,17166.24
822,03-2023,UTI_Nifty_Next_Index_Fund,13.776,725.864,9999.5,17365.86
823,03-2023,UTI_Nifty_Next_Index_Fund,13.6637,731.83,9999.5,17508.59
824,03-2023,UTI_Nifty_Next_Index_Fund,13.8138,723.878,9999.5,17318.35
825,04-2023,UTI_Nifty_Next_Index_Fund,14.1293,707.714,9999.5,16931.63
826,05-2023,UTI_Nifty_Next_Index_Fund,14.5354,687.941,9999.5,16458.58
827,05-2023,UTI_Nifty_Next_Index_Fund,15.001,666.589,9999.5,15947.74
828,05-2023,UTI_Nifty_Next_Index_Fund,15.323,652.581,9999.5,15612.61
829,06-2023,UTI_Nifty_Next_Index_Fund,15.8614,630.43,9999.5,15082.66
830,06-2023,UTI_Nifty_Next_Index_Fund,16.0604,622.618,9999.5,14895.76
831,07-2023,UTI_Nifty_Next_Index_Fund,16.1848,617.833,9999.5,14781.28
832,07-2023,UTI_Nifty_Next_Index_Fund,16.5737,603.335,9999.5,14434.43
833,08-2023,UTI_Nifty_Next_Index_Fund,16.1099,620.705,9999.5,14849.99
834,08-2023,UTI_Nifty_Next_Index_Fund,16.3289,612.381,9999.5,14650.85
835,09-2023,UTI_Nifty_Next_Index_Fund,16.833,594.041,9999.5,14212.07
836,09-2023,UTI_Nifty_Next_Index_Fund,16.4852,606.574,9999.5,14511.92
837,10-2023,UTI_Nifty_Next_Index_Fund,16.6845,599.329,9999.5,14338.59
838,10-2023,UTI_Nifty_Next_Index_Fund,16.0698,622.254,9999.5,14887.05
839,11-2023,UTI_Nifty_Next_Index_Fund,17.0051,588.029,9999.5,14068.24
840,11-2023,UTI_Nifty_Next_Index_Fund,17.3961,574.813,9999.5,13752.06
841,12-2023,UTI_Nifty_Next_Index_Fund,19.0198,525.742,9999.5,12578.06
842,12-2023,UTI_Nifty_Next_Index_Fund,19.5366,511.834,9999.5,12245.32
843,01-2024,UTI_Nifty_Next_Index_Fund,20.1165,497.08,9999.5,11892.34
844,01-2024,UTI_Nifty_Next_Index_Fund,20.1422,496.445,9999.5,11877.15
845,02-2024,UTI_Nifty_Next_Index_Fund,20.679,241.779,4999.75,5784.42
846,02-2024,UTI_Nifty_Next_Index_Fund,21.1275,473.293,9999.5,11323.25
847,02-2024,UTI_Nifty_Next_Index_Fund,21.6163,462.591,9999.5,11067.21
848,03-2024,UTI_Nifty_Next_Index_Fund,21.2768,469.972,9999.5,11243.8
849,04-2024,UTI_Nifty_Next_Index_Fund,22.5913,442.626,9999.5,10589.56
850,04-2024,UTI_Nifty_Next_Index_Fund,22.7443,439.649,9999.5,10518.34
851,04-2024,UTI_Nifty_Next_Index_Fund,23.6324,423.127,9999.5,10123.06
852,05-2024,UTI_Nifty_Next_Index_Fund,23.9331,417.81,9999.5,9995.85
853,06-2024,UTI_Nifty_Next_Index_Fund,24.4987,408.165,9999.5,9765.1
854,06-2024,UTI_Nifty_Next_Index_Fund,26.5169,377.099,9999.5,9021.87
855,07-2024,UTI_Nifty_Next_Index_Fund,26.4696,377.773,9999.5,9037.99
856,07-2024,UTI_Nifty_Next_Index_Fund,27.0956,369.045,9999.5,8829.18
857,07-2024,UTI_Nifty_Next_Index_Fund,27.2424,367.057,9999.5,8781.62
858,08-2024,UTI_Nifty_Next_Index_Fund,26.2955,380.274,9999.5,9097.83
859,08-2024,UTI_Nifty_Next_Index_Fund,27.4932,363.708,9999.5,8701.5
860,09-2024,UTI_Nifty_Next_Index_Fund,27.6273,361.943,9999.5,8659.27
861,09-2024,UTI_Nifty_Next_Index_Fund,28.2841,353.538,9999.5,8458.18
862,10-2024,UTI_Nifty_Next_Index_Fund,27.7504,360.337,9999.5,8620.85
863,10-2024,UTI_Nifty_Next_Index_Fund,25.8756,386.445,9999.5,9245.46
864,11-2024,UTI_Nifty_Next_Index_Fund,24.7383,404.211,9999.5,9670.51
865,11-2024,UTI_Nifty_Next_Index_Fund,25.9618,385.162,9999.5,9214.77
866,12-2024,UTI_Nifty_Next_Index_Fund,26.8495,372.428,9999.5,8910.12
867,12-2024,UTI_Nifty_Next_Index_Fund,25.0145,399.748,9999.5,9563.73
868,05-2017,Aditya_Birla_Sun_Life_Liquid_Fund,263.1136,3.801,1000.0,1568.79
869,08-2017,Aditya_Birla_Sun_Life_Liquid_Fund,267.8386,-3.801,-1018.05,-1568.79
870,01-2010,Invesco_India_Tax_Plan_Reg_G,14.51,344.59,5000.0,42277.75
871,08-2017,Invesco_India_Tax_Plan_Reg_G,44.45,-344.59,-15316.88,-42277.75
872,01-2010,Canara_Robeco_Equity_Tax_Saver,21.11,236.85,5000.0,39283.94
873,01-2011,Canara_Robeco_Equity_Tax_Saver,26.52,94.27,2500.0,15635.62
874,01-2011,Canara_Robeco_Equity_Tax_Saver,25.53,97.92,2500.0,16241.01
875,02-2011,Canara_Robeco_Equity_Tax_Saver,24.74,101.05,2500.0,16760.15
876,03-2011,Canara_Robeco_Equity_Tax_Saver,24.83,100.68,2500.0,16698.78
877,03-2011,Canara_Robeco_Equity_Tax_Saver,24.5,102.04,2500.0,16924.35
878,04-2011,Canara_Robeco_Equity_Tax_Saver,25.84,96.75,2500.0,16046.96
879,04-2011,Canara_Robeco_Equity_Tax_Saver,26.25,95.24,2500.0,15796.51
880,05-2011,Canara_Robeco_Equity_Tax_Saver,26.12,95.71,2500.0,15874.46
881,05-2011,Canara_Robeco_Equity_Tax_Saver,25.65,97.47,2500.0,16166.37
882,06-2011,Canara_Robeco_Equity_Tax_Saver,26.02,96.08,2500.0,15935.83
883,06-2011,Canara_Robeco_Equity_Tax_Saver,25.69,97.31,2500.0,16139.84
884,01-2013,Canara_Robeco_Equity_Tax_Saver,30.12,166.003,5000.0,27533.26
885,07-2014,Canara_Robeco_Equity_Tax_Saver,40.14,-111.37,-4470.35,-18471.83
886,11-2014,Canara_Robeco_Equity_Tax_Saver,45.14,-443.07,-20000.0,-73487.59
887,08-2016,Canara_Robeco_Equity_Tax_Saver,48.87,-166.003,-8112.49,-27533.26
888,03-2017,Canara_Robeco_Equity_Tax_Saver,50.3,-59.643,-3000.0,-9892.39
889,04-2017,Canara_Robeco_Equity_Tax_Saver,53.34,-56.244,-3000.0,-9328.63
890,05-2017,Canara_Robeco_Equity_Tax_Saver,53.54,-56.033,-3000.0,-9293.63
891,06-2017,Canara_Robeco_Equity_Tax_Saver,53.6,-55.971,-3000.0,-9283.35
892,07-2017,Canara_Robeco_Equity_Tax_Saver,55.73,-53.832,-3000.0,-8928.58
893,08-2017,Canara_Robeco_Equity_Tax_Saver,55.6,-53.957,-3000.0,-8949.31
894,09-2017,Canara_Robeco_Equity_Tax_Saver,55.2,-54.348,-3000.0,-9014.16
895,10-2017,Canara_Robeco_Equity_Tax_Saver,57.07,-52.568,-3000.0,-8718.93
896,11-2017,Canara_Robeco_Equity_Tax_Saver,58.39,-51.379,-3000.0,-8521.72
897,12-2017,Canara_Robeco_Equity_Tax_Saver,60.25,-49.793,-3000.0,-8258.67
898,01-2018,Canara_Robeco_Equity_Tax_Saver,60.98,-49.197,-3000.0,-8159.81
899,02-2018,Canara_Robeco_Equity_Tax_Saver,59.61,-50.328,-3000.0,-8347.4
900,03-2018,Canara_Robeco_Equity_Tax_Saver,57.28,-52.375,-3000.0,-8686.92
901,07-2019,Canara_Robeco_Equity_Tax_Saver,62.98,-61.262,-3858.24,-10160.92
902,12-2024,Nippon_India_Multi_Asset_Allocation_Fund,21.7733,918.51,19999.0,19312.77
903,03-2020,PPFAS_Long_Term_Equity_Fund,26.822,93.207,2500.0,8008.68
904,03-2020,PPFAS_Long_Term_Equity_Fund,22.0954,113.146,2500.0,9721.91
905,04-2020,PPFAS_Long_Term_Equity_Fund,24.3951,102.48,2500.0,8805.45
906,05-2020,PPFAS_Long_Term_Equity_Fund,24.8126,100.755,2500.0,8657.23
907,06-2020,PPFAS_Long_Term_Equity_Fund,27.8706,89.7,2500.0,7707.35
908,07-2020,PPFAS_Long_Term_Equity_Fund,29.9723,83.406,2499.88,7166.54
909,08-2020,PPFAS_Long_Term_Equity_Fund,31.8793,78.417,2499.88,6737.87
910,09-2020,PPFAS_Long_Term_Equity_Fund,31.7539,78.727,2499.88,6764.51
911,09-2020,PPFAS_Long_Term_Equity_Fund,31.8982,78.371,2499.88,6733.92
912,10-2020,PPFAS_Long_Term_Equity_Fund,33.5343,74.547,2499.88,6405.35
913,10-2020,PPFAS_Long_Term_Equity_Fund,33.0647,75.606,2499.88,6496.34
914,11-2020,PPFAS_Long_Term_Equity_Fund,34.0118,73.5,2499.88,6315.38
915,11-2020,PPFAS_Long_Term_Equity_Fund,34.843,71.747,2499.88,6164.76
916,12-2020,PPFAS_Long_Term_Equity_Fund,36.0559,69.333,2499.88,5957.34
917,12-2020,PPFAS_Long_Term_Equity_Fund,35.6173,70.187,2499.88,6030.72
918,01-2021,PPFAS_Long_Term_Equity_Fund,37.7488,66.224,2499.88,5690.2
919,01-2021,PPFAS_Long_Term_Equity_Fund,37.9724,65.834,2499.88,5656.69
920,01-2021,PPFAS_Long_Term_Equity_Fund,37.9117,263.758,9999.5,22663.04
921,02-2021,PPFAS_Long_Term_Equity_Fund,40.1535,62.258,2499.88,5349.43
922,02-2021,PPFAS_Long_Term_Equity_Fund,40.0758,187.136,7499.63,16079.4
923,02-2021,PPFAS_Long_Term_Equity_Fund,39.6774,63.005,2499.88,5413.62
924,03-2021,PPFAS_Long_Term_Equity_Fund,39.9518,62.572,2499.88,5376.41
925,03-2021,PPFAS_Long_Term_Equity_Fund,40.2398,62.125,2499.88,5338.0
926,04-2021,PPFAS_Long_Term_Equity_Fund,40.883,61.147,2499.88,5253.97
927,04-2021,PPFAS_Long_Term_Equity_Fund,40.8463,122.404,4999.75,10517.39
928,04-2021,PPFAS_Long_Term_Equity_Fund,40.9852,60.995,2499.88,5240.91
929,05-2021,PPFAS_Long_Term_Equity_Fund,42.4239,58.926,2499.88,5063.13
930,05-2021,PPFAS_Long_Term_Equity_Fund,43.1322,57.959,2499.88,4980.05
931,06-2021,PPFAS_Long_Term_Equity_Fund,43.9844,682.026,29998.5,58602.13
932,06-2021,PPFAS_Long_Term_Equity_Fund,44.4556,56.233,2499.88,4831.74
933,06-2021,PPFAS_Long_Term_Equity_Fund,44.404,225.194,9999.5,19349.48
934,06-2021,PPFAS_Long_Term_Equity_Fund,44.404,56.299,2499.88,4837.41
935,07-2021,PPFAS_Long_Term_Equity_Fund,47.0017,53.187,2499.88,4570.02
936,07-2021,PPFAS_Long_Term_Equity_Fund,47.7839,52.316,2499.88,4495.18
937,07-2021,PPFAS_Long_Term_Equity_Fund,47.7839,209.265,9999.5,17980.8
938,08-2021,PPFAS_Long_Term_Equity_Fund,48.1979,51.867,2499.88,4456.6
939,08-2021,PPFAS_Long_Term_Equity_Fund,48.4876,206.228,9999.5,17719.85
940,08-2021,PPFAS_Long_Term_Equity_Fund,48.4876,51.557,2499.88,4429.96
941,09-2021,PPFAS_Long_Term_Equity_Fund,51.8374,48.225,2499.88,4143.67
942,09-2021,PPFAS_Long_Term_Equity_Fund,52.1725,191.662,9999.5,16468.29
943,09-2021,PPFAS_Long_Term_Equity_Fund,52.3178,47.783,2499.88,4105.69
944,09-2021,PPFAS_Long_Term_Equity_Fund,53.1759,188.046,9999.5,16157.59
945,10-2021,PPFAS_Long_Term_Equity_Fund,53.9816,46.31,2499.88,3979.12
946,10-2021,PPFAS_Long_Term_Equity_Fund,54.3197,46.022,2499.88,3954.38
947,10-2021,PPFAS_Long_Term_Equity_Fund,54.3197,184.086,9999.5,15817.33
948,11-2021,PPFAS_Long_Term_Equity_Fund,54.8171,182.416,9999.5,15673.84
949,11-2021,PPFAS_Long_Term_Equity_Fund,54.3384,46.006,2499.88,3953.0
950,11-2021,PPFAS_Long_Term_Equity_Fund,54.1178,46.193,2499.88,3969.07
951,11-2021,PPFAS_Long_Term_Equity_Fund,54.1178,184.773,9999.5,15876.36
952,12-2021,PPFAS_Long_Term_Equity_Fund,52.5329,190.347,9999.5,16355.3
953,12-2021,PPFAS_Long_Term_Equity_Fund,55.115,45.358,2499.88,3897.32
954,12-2021,PPFAS_Long_Term_Equity_Fund,52.414,190.779,9999.5,16392.42
955,12-2021,PPFAS_Long_Term_Equity_Fund,52.414,47.695,2499.88,4098.13
956,01-2022,PPFAS_Long_Term_Equity_Fund,54.3167,46.024,2499.88,3954.55
957,01-2022,PPFAS_Long_Term_Equity_Fund,53.2473,187.794,9999.5,16135.94
958,01-2022,PPFAS_Long_Term_Equity_Fund,53.2473,46.948,2499.88,4033.94
959,01-2022,PPFAS_Long_Term_Equity_Fund,51.6481,193.608,9999.5,16635.5
960,01-2022,PPFAS_Long_Term_Equity_Fund,52.4968,190.478,9999.5,16366.56
961,02-2022,PPFAS_Long_Term_Equity_Fund,52.4694,47.645,2499.88,4093.83
962,02-2022,PPFAS_Long_Term_Equity_Fund,52.0243,192.208,9999.5,16515.2
963,02-2022,PPFAS_Long_Term_Equity_Fund,50.4575,49.544,2499.88,4257.0
964,02-2022,PPFAS_Long_Term_Equity_Fund,50.4575,198.177,9999.5,17028.08
965,03-2022,PPFAS_Long_Term_Equity_Fund,49.9919,50.006,2499.88,4296.7
966,03-2022,PPFAS_Long_Term_Equity_Fund,50.5005,198.008,9999.5,17013.56
967,03-2022,PPFAS_Long_Term_Equity_Fund,51.4958,48.545,2499.88,4171.16
968,03-2022,PPFAS_Long_Term_Equity_Fund,51.6393,193.641,9999.5,16638.33
969,04-2022,PPFAS_Long_Term_Equity_Fund,52.5707,47.553,2499.88,4085.92
970,04-2022,PPFAS_Long_Term_Equity_Fund,51.667,193.537,9999.5,16629.4
971,04-2022,PPFAS_Long_Term_Equity_Fund,51.6804,193.487,9999.5,16625.1
972,04-2022,PPFAS_Long_Term_Equity_Fund,51.6804,48.372,2499.88,4156.3
973,05-2022,PPFAS_Long_Term_Equity_Fund,48.1258,51.945,2499.88,4463.3
974,05-2022,PPFAS_Long_Term_Equity_Fund,48.3132,206.972,9999.5,17783.78
975,05-2022,PPFAS_Long_Term_Equity_Fund,48.1445,51.925,2499.88,4461.58
976,05-2022,PPFAS_Long_Term_Equity_Fund,48.1445,207.698,9999.5,17846.16
977,06-2022,PPFAS_Long_Term_Equity_Fund,47.0186,53.168,2499.88,4568.39
978,06-2022,PPFAS_Long_Term_Equity_Fund,46.0539,217.126,9999.5,18656.25
979,06-2022,PPFAS_Long_Term_Equity_Fund,45.4885,54.956,2499.88,4722.02
980,06-2022,PPFAS_Long_Term_Equity_Fund,45.4885,219.825,9999.5,18888.16
981,07-2022,PPFAS_Long_Term_Equity_Fund,48.4055,51.645,2499.88,4437.52
982,07-2022,PPFAS_Long_Term_Equity_Fund,48.2078,207.425,9999.5,17822.7
983,07-2022,PPFAS_Long_Term_Equity_Fund,48.8662,51.158,2499.88,4395.68
984,08-2022,PPFAS_Long_Term_Equity_Fund,51.8196,48.242,2499.88,4145.13
985,08-2022,PPFAS_Long_Term_Equity_Fund,52.7112,189.704,9999.5,16300.05
986,08-2022,PPFAS_Long_Term_Equity_Fund,52.7112,189.704,9999.5,16300.05
987,08-2022,PPFAS_Long_Term_Equity_Fund,51.438,48.6,2499.88,4175.89
988,09-2022,PPFAS_Long_Term_Equity_Fund,52.8258,47.323,2499.88,4066.16
989,09-2022,PPFAS_Long_Term_Equity_Fund,51.7146,193.359,9999.5,16614.1
990,09-2022,PPFAS_Long_Term_Equity_Fund,52.308,47.792,2499.88,4106.46
991,10-2022,PPFAS_Long_Term_Equity_Fund,50.2449,49.754,2499.88,4275.04
992,10-2022,PPFAS_Long_Term_Equity_Fund,50.6426,197.452,9999.5,16965.79
993,10-2022,PPFAS_Long_Term_Equity_Fund,51.5748,48.471,2499.88,4164.8
994,11-2022,PPFAS_Long_Term_Equity_Fund,52.2551,47.84,2499.88,4110.59
995,11-2022,PPFAS_Long_Term_Equity_Fund,52.5302,190.357,9999.5,16356.16
996,11-2022,PPFAS_Long_Term_Equity_Fund,52.0208,48.055,2499.88,4129.06
997,12-2022,PPFAS_Long_Term_Equity_Fund,52.0796,48.001,2499.88,4124.42
998,12-2022,PPFAS_Long_Term_Equity_Fund,51.7298,193.303,9999.5,16609.29
