,Date,Fund,NAV,Units,Inv,Cur
1856,05-2017,Aditya_Birla_Sun_Life_Frontline_Equity,206.16,7.276,1500.0,3932.75
1857,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,208.51,7.194,1500.0,3888.43
1858,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,210.21,7.136,1500.0,3857.08
1859,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,210.08,23.8,5000.0,12864.14
1860,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,209.85,7.148,1500.0,3863.57
1861,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,210.96,4.74,1000.0,2562.02
1862,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,210.96,7.11,1500.0,3843.03
1863,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,208.55,4.795,1000.0,2591.75
1864,06-2017,Aditya_Birla_Sun_Life_Frontline_Equity,208.55,7.193,1500.0,3887.89
1865,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,211.58,7.09,1500.0,3832.22
1866,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,212.37,4.709,1000.0,2545.26
1867,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,212.41,7.062,1500.0,3817.08
1868,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,214.7,4.658,1000.0,2517.7
1869,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,216.98,6.913,1500.0,3736.55
1870,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,217.4,4.6,1000.0,2486.35
1871,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,217.18,6.907,1500.0,3733.3
1872,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.33,4.559,1000.0,2464.19
1873,07-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.54,6.832,1500.0,3692.76
1874,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,221.74,6.765,1500.0,3656.55
1875,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,221.33,4.518,1000.0,2442.02
1876,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,222.46,6.743,1500.0,3644.66
1877,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,218.68,4.573,1000.0,2471.75
1878,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,216.96,6.914,1500.0,3737.09
1879,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.29,4.56,1000.0,2464.73
1880,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,216.15,6.94,1500.0,3751.14
1881,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,217.65,4.595,1000.0,2483.64
1882,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.62,6.83,1500.0,3691.68
1883,08-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.63,4.553,1000.0,2460.94
1884,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,221.76,6.764,1500.0,3656.01
1885,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,220.86,4.528,1000.0,2447.43
1886,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,221.52,6.771,1500.0,3659.79
1887,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,223.84,4.467,1000.0,2414.46
1888,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.03,6.696,1500.0,3619.25
1889,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,225.29,4.439,1000.0,2399.32
1890,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.67,6.676,1500.0,3608.44
1891,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,215.37,4.643,1000.0,2509.59
1892,09-2017,Aditya_Birla_Sun_Life_Frontline_Equity,216.42,6.931,1500.0,3746.27
1893,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.07,6.847,1500.0,3700.87
1894,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,219.71,4.551,1000.0,2459.86
1895,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,221.7,6.766,1500.0,3657.09
1896,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,220.88,4.527,1000.0,2446.89
1897,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.92,6.669,1500.0,3604.66
1898,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.34,4.458,1000.0,2409.59
1899,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.01,6.696,1500.0,3619.25
1900,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,225.79,4.429,1000.0,2393.92
1901,10-2017,Aditya_Birla_Sun_Life_Frontline_Equity,227.51,6.593,1500.0,3563.58
1902,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,229.47,6.537,1500.0,3533.31
1903,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,229.47,4.358,1000.0,2355.54
1904,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,227.95,6.58,1500.0,3556.56
1905,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,226.46,4.416,1000.0,2386.89
1906,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.39,6.685,1500.0,3613.31
1907,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,222.19,4.501,1000.0,2432.84
1908,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,227.26,6.6,1500.0,3567.37
1909,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,227.4,4.398,1000.0,2377.16
1910,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,227.66,6.589,1500.0,3561.42
1911,11-2017,Aditya_Birla_Sun_Life_Frontline_Equity,227.59,4.394,1000.0,2375.0
1912,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,223.06,6.725,1500.0,3634.93
1913,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,221.02,4.524,1000.0,2445.27
1914,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.21,6.69,1500.0,3616.01
1915,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,224.13,4.462,1000.0,2411.76
1916,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,225.38,6.655,1500.0,3597.09
1917,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,230.99,4.329,1000.0,2339.87
1918,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,231.45,6.481,1500.0,3503.05
1919,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,232.42,4.303,1000.0,2325.81
1920,12-2017,Aditya_Birla_Sun_Life_Frontline_Equity,232.4,6.454,1500.0,3488.45
1921,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,231.8,6.471,1500.0,3497.64
1922,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,231.69,4.316,1000.0,2332.84
1923,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,236.27,6.349,1500.0,3431.7
1924,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,235.12,4.253,1000.0,2298.79
1925,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,236.78,6.335,1500.0,3424.13
1926,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,236.78,4.223,1000.0,2282.57
1927,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,237.91,6.305,1500.0,3407.92
1928,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,240.23,4.163,1000.0,2250.14
1929,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,239.49,6.263,1500.0,3385.21
1930,01-2018,Aditya_Birla_Sun_Life_Frontline_Equity,237.57,4.209,1000.0,2275.01
1931,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,237.56,6.314,1500.0,3412.78
1932,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.91,6.611,1500.0,3573.31
1933,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.91,4.407,1000.0,2382.03
1934,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.85,6.583,1500.0,3558.18
1935,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.85,4.389,1000.0,2372.3
1936,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,224.23,6.69,1500.0,3616.01
1937,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,224.23,4.46,1000.0,2410.67
1938,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.55,4.414,1000.0,2385.81
1939,02-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.55,6.621,1500.0,3578.72
1940,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,225.46,6.653,1500.0,3596.01
1941,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,219.53,6.833,1500.0,3693.3
1942,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,219.53,4.555,1000.0,2462.02
1943,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,224.92,4.446,1000.0,2403.11
1944,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,224.92,6.669,1500.0,3604.66
1945,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,219.77,4.55,1000.0,2459.32
1946,03-2018,Aditya_Birla_Sun_Life_Frontline_Equity,219.73,4.551,1000.0,2459.86
1947,04-2018,Aditya_Birla_Sun_Life_Frontline_Equity,220.43,4.537,1000.0,2452.29
1948,04-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.32,4.419,1000.0,2388.51
1949,04-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.17,4.402,1000.0,2379.33
1950,04-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.76,4.391,1000.0,2373.38
1951,05-2018,Aditya_Birla_Sun_Life_Frontline_Equity,230.35,4.341,1000.0,2346.35
1952,05-2018,Aditya_Birla_Sun_Life_Frontline_Equity,230.68,4.335,1000.0,2343.11
1953,05-2018,Aditya_Birla_Sun_Life_Frontline_Equity,228.19,4.382,1000.0,2368.51
1954,05-2018,Aditya_Birla_Sun_Life_Frontline_Equity,222.84,4.488,1000.0,2425.81
1955,05-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.82,4.409,1000.0,2383.11
1956,06-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.82,4.409,1000.0,2383.11
1957,06-2018,Aditya_Birla_Sun_Life_Frontline_Equity,229.79,4.352,1000.0,2352.3
1958,06-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.6,4.394,1000.0,2375.0
1959,06-2018,Aditya_Birla_Sun_Life_Frontline_Equity,224.56,4.453,1000.0,2406.89
1960,07-2018,Aditya_Birla_Sun_Life_Frontline_Equity,225.31,4.438,1000.0,2398.78
1961,07-2018,Aditya_Birla_Sun_Life_Frontline_Equity,228.3,4.38,1000.0,2367.43
1962,07-2018,Aditya_Birla_Sun_Life_Frontline_Equity,226.57,4.414,1000.0,2385.81
1963,07-2018,Aditya_Birla_Sun_Life_Frontline_Equity,231.64,4.317,1000.0,2333.38
1964,08-2018,Aditya_Birla_Sun_Life_Frontline_Equity,236.54,4.228,1000.0,2285.28
1965,08-2018,Aditya_Birla_Sun_Life_Frontline_Equity,238.78,4.188,1000.0,2263.66
1966,08-2018,Aditya_Birla_Sun_Life_Frontline_Equity,238.78,4.188,1000.0,2263.66
1967,08-2018,Aditya_Birla_Sun_Life_Frontline_Equity,241.71,4.137,1000.0,2236.09
1968,08-2018,Aditya_Birla_Sun_Life_Frontline_Equity,243.59,4.105,1000.0,2218.79
1969,09-2018,Aditya_Birla_Sun_Life_Frontline_Equity,239.21,4.18,1000.0,2259.33
1970,09-2018,Aditya_Birla_Sun_Life_Frontline_Equity,235.15,4.253,1000.0,2298.79
1971,09-2018,Aditya_Birla_Sun_Life_Frontline_Equity,234.55,4.263,1000.0,2304.19
1972,09-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.72,4.391,1000.0,2373.38
1973,10-2018,Aditya_Birla_Sun_Life_Frontline_Equity,223.62,4.472,1000.0,2417.16
1974,10-2018,Aditya_Birla_Sun_Life_Frontline_Equity,213.29,4.688,1000.0,2533.91
1975,10-2018,Aditya_Birla_Sun_Life_Frontline_Equity,219.52,4.555,1000.0,2462.02
1976,10-2018,Aditya_Birla_Sun_Life_Frontline_Equity,212.42,4.708,1000.0,2544.72
1977,10-2018,Aditya_Birla_Sun_Life_Frontline_Equity,214.72,4.657,1000.0,2517.16
1978,11-2018,Aditya_Birla_Sun_Life_Frontline_Equity,220.88,4.527,1000.0,2446.89
1979,11-2018,Aditya_Birla_Sun_Life_Frontline_Equity,221.79,4.509,1000.0,2437.16
1980,11-2018,Aditya_Birla_Sun_Life_Frontline_Equity,222.78,4.489,1000.0,2426.35
1981,11-2018,Aditya_Birla_Sun_Life_Frontline_Equity,223.74,4.469,1000.0,2415.54
1982,12-2018,Aditya_Birla_Sun_Life_Frontline_Equity,227.1,4.403,1000.0,2379.87
1983,12-2018,Aditya_Birla_Sun_Life_Frontline_Equity,220.45,4.536,1000.0,2451.75
1984,12-2018,Aditya_Birla_Sun_Life_Frontline_Equity,228.48,4.377,1000.0,2365.81
1985,12-2018,Aditya_Birla_Sun_Life_Frontline_Equity,225.55,4.434,1000.0,2396.62
1986,01-2019,Aditya_Birla_Sun_Life_Frontline_Equity,229.19,4.363,1000.0,2358.25
1987,01-2019,Aditya_Birla_Sun_Life_Frontline_Equity,226.98,4.406,1000.0,2381.49
1988,01-2019,Aditya_Birla_Sun_Life_Frontline_Equity,228.69,4.373,1000.0,2363.65
1989,01-2019,Aditya_Birla_Sun_Life_Frontline_Equity,227.17,4.402,1000.0,2379.33
1990,01-2019,Aditya_Birla_Sun_Life_Frontline_Equity,220.52,4.535,1000.0,2451.21
1991,02-2019,Aditya_Birla_Sun_Life_Frontline_Equity,223.75,4.469,1000.0,2415.54
1992,02-2019,Aditya_Birla_Sun_Life_Frontline_Equity,221.73,4.51,1000.0,2437.7
1993,02-2019,Aditya_Birla_Sun_Life_Frontline_Equity,217.18,4.604,1000.0,2488.51
1994,02-2019,Aditya_Birla_Sun_Life_Frontline_Equity,222.67,4.491,1000.0,2427.43
1995,03-2019,Aditya_Birla_Sun_Life_Frontline_Equity,227.81,4.39,1000.0,2372.84
1996,03-2019,Aditya_Birla_Sun_Life_Frontline_Equity,233.57,4.281,1000.0,2313.92
1997,03-2019,Aditya_Birla_Sun_Life_Frontline_Equity,237.85,4.204,1000.0,2272.3
1998,03-2019,Aditya_Birla_Sun_Life_Frontline_Equity,236.44,4.229,1000.0,2285.82
1999,04-2019,Aditya_Birla_Sun_Life_Frontline_Equity,241.29,4.144,1000.0,2239.87
2000,04-2019,Aditya_Birla_Sun_Life_Frontline_Equity,239.97,4.167,1000.0,2252.31
2001,04-2019,Aditya_Birla_Sun_Life_Frontline_Equity,242.18,4.129,1000.0,2231.77
2002,04-2019,Aditya_Birla_Sun_Life_Frontline_Equity,237.06,4.218,1000.0,2279.87
2003,04-2019,Aditya_Birla_Sun_Life_Frontline_Equity,240.01,4.166,1000.0,2251.76
2004,05-2019,Aditya_Birla_Sun_Life_Frontline_Equity,234.35,4.267,1000.0,2306.36
2005,05-2019,Aditya_Birla_Sun_Life_Frontline_Equity,228.93,4.368,1000.0,2360.95
2006,05-2019,Aditya_Birla_Sun_Life_Frontline_Equity,237.37,4.213,1000.0,2277.17
2007,05-2019,Aditya_Birla_Sun_Life_Frontline_Equity,244.96,4.082,1000.0,2206.36
2008,06-2019,Aditya_Birla_Sun_Life_Frontline_Equity,244.96,4.082,1000.0,2206.36
2009,06-2019,Aditya_Birla_Sun_Life_Frontline_Equity,243.59,4.105,1000.0,2218.79
2010,06-2019,Aditya_Birla_Sun_Life_Frontline_Equity,237.59,4.209,1000.0,2275.01
2011,06-2019,Aditya_Birla_Sun_Life_Frontline_Equity,240.21,4.163,1000.0,2250.14
2012,07-2019,Aditya_Birla_Sun_Life_Frontline_Equity,243.26,4.111,1000.0,2222.04
2013,07-2019,Aditya_Birla_Sun_Life_Frontline_Equity,237.07,4.218,1000.0,2279.87
2014,07-2019,Aditya_Birla_Sun_Life_Frontline_Equity,239.11,4.182,1000.0,2260.41
2015,07-2019,Aditya_Birla_Sun_Life_Frontline_Equity,232.69,4.298,1000.0,2323.11
2016,07-2019,Aditya_Birla_Sun_Life_Frontline_Equity,232.69,-4.298,-1000.0,-2323.11
2017,07-2019,Aditya_Birla_Sun_Life_Frontline_Equity,228.39,4.378,1000.0,2366.35
2018,08-2019,Aditya_Birla_Sun_Life_Frontline_Equity,225.19,4.441,1000.0,2400.4
2019,08-2019,Aditya_Birla_Sun_Life_Frontline_Equity,223.27,4.479,1000.0,2420.94
2020,08-2019,Aditya_Birla_Sun_Life_Frontline_Equity,225.3,4.439,1000.0,2399.32
2021,08-2019,Aditya_Birla_Sun_Life_Frontline_Equity,227.37,4.398,1000.0,2377.16
2022,09-2019,Aditya_Birla_Sun_Life_Frontline_Equity,222.0,4.505,1000.0,2435.0
2023,09-2019,Aditya_Birla_Sun_Life_Frontline_Equity,226.64,4.412,1000.0,2384.73
2024,09-2019,Aditya_Birla_Sun_Life_Frontline_Equity,223.65,4.471,1000.0,2416.62
2025,09-2019,Aditya_Birla_Sun_Life_Frontline_Equity,237.82,4.205,1000.0,2272.84
2026,10-2019,Aditya_Birla_Sun_Life_Frontline_Equity,231.76,4.315,1000.0,2332.3
2027,10-2019,Aditya_Birla_Sun_Life_Frontline_Equity,230.48,4.339,1000.0,2345.27
2028,10-2019,Aditya_Birla_Sun_Life_Frontline_Equity,232.06,4.309,1000.0,2329.06
2029,10-2019,Aditya_Birla_Sun_Life_Frontline_Equity,236.43,4.23,1000.0,2286.36
2030,10-2019,Aditya_Birla_Sun_Life_Frontline_Equity,240.09,4.165,1000.0,2251.22
2031,11-2019,Aditya_Birla_Sun_Life_Frontline_Equity,243.05,4.114,1000.0,2223.66
2032,11-2019,Aditya_Birla_Sun_Life_Frontline_Equity,241.75,4.137,1000.0,2236.09
2033,11-2019,Aditya_Birla_Sun_Life_Frontline_Equity,244.63,4.088,1000.0,2209.6
2034,11-2019,Aditya_Birla_Sun_Life_Frontline_Equity,246.16,4.062,1000.0,2195.55
2035,12-2019,Aditya_Birla_Sun_Life_Frontline_Equity,245.36,4.076,1000.0,2203.12
2036,12-2019,Aditya_Birla_Sun_Life_Frontline_Equity,242.05,4.131,1000.0,2232.85
2037,12-2019,Aditya_Birla_Sun_Life_Frontline_Equity,247.2,4.045,1000.0,2186.36
2038,12-2019,Aditya_Birla_Sun_Life_Frontline_Equity,247.97,4.033,1000.0,2179.88
2039,12-2019,Aditya_Birla_Sun_Life_Frontline_Equity,247.81,4.035,1000.0,2180.96
2040,01-2020,Aditya_Birla_Sun_Life_Frontline_Equity,245.27,4.077,1000.0,2203.66
2041,01-2020,Aditya_Birla_Sun_Life_Frontline_Equity,251.46,3.977,1000.0,2149.61
2042,01-2020,Aditya_Birla_Sun_Life_Frontline_Equity,248.81,4.019,1000.0,2172.31
2043,01-2020,Aditya_Birla_Sun_Life_Frontline_Equity,247.74,4.036,1000.0,2181.5
2044,02-2020,Aditya_Birla_Sun_Life_Frontline_Equity,245.46,4.074,1000.0,2202.04
2045,02-2020,Aditya_Birla_Sun_Life_Frontline_Equity,248.09,4.031,1000.0,2178.8
2046,02-2020,Aditya_Birla_Sun_Life_Frontline_Equity,245.34,4.076,1000.0,2203.12
2047,02-2020,Aditya_Birla_Sun_Life_Frontline_Equity,243.76,-791.0,-192812.26,-427543.41
2048,02-2020,Aditya_Birla_Sun_Life_Frontline_Equity,242.98,4.116,1000.0,2224.74
2049,09-2020,Aditya_Birla_Sun_Life_Frontline_Equity,231.95,-17.245,-4000.0,-9321.09
2050,10-2020,Aditya_Birla_Sun_Life_Frontline_Equity,240.06,-16.663,-4000.0,-9006.52
2051,11-2020,Aditya_Birla_Sun_Life_Frontline_Equity,260.66,-15.346,-4000.0,-8294.67
2052,12-2020,Aditya_Birla_Sun_Life_Frontline_Equity,276.69,-14.457,-4000.0,-7814.15
2053,01-2021,Aditya_Birla_Sun_Life_Frontline_Equity,299.69,-13.347,-4000.0,-7214.19
2054,02-2021,Aditya_Birla_Sun_Life_Frontline_Equity,313.86,-12.745,-4000.0,-6888.8
2055,03-2021,Aditya_Birla_Sun_Life_Frontline_Equity,307.72,-12.999,-4000.0,-7026.09
2056,04-2021,Aditya_Birla_Sun_Life_Frontline_Equity,299.77,-13.344,-4000.0,-7212.57
2057,05-2021,Aditya_Birla_Sun_Life_Frontline_Equity,303.7,-13.171,-4000.0,-7119.06
2058,06-2021,Aditya_Birla_Sun_Life_Frontline_Equity,325.0,-89.508,-29089.87,-48379.97
2059,09-2014,Axis_Long_Term_Equity,27.0259,37.002,1000.0,3764.63
2060,11-2014,Axis_Long_Term_Equity,27.8847,35.862,1000.0,3648.64
2061,11-2014,Axis_Long_Term_Equity,28.9801,690.129,20000.0,70214.55
2062,12-2014,Axis_Long_Term_Equity,29.3389,34.084,1000.0,3467.75
2063,01-2015,Axis_Long_Term_Equity,29.9841,33.351,1000.0,3393.17
2064,02-2015,Axis_Long_Term_Equity,30.8805,32.383,1000.0,3294.69
2065,03-2015,Axis_Long_Term_Equity,33.0907,30.22,1000.0,3074.62
2066,04-2015,Axis_Long_Term_Equity,32.6869,30.593,1000.0,3112.57
2067,10-2015,Axis_Long_Term_Equity,32.0619,77.974,2500.0,7933.17
2068,10-2015,Axis_Long_Term_Equity,32.2097,77.616,2500.0,7896.74
2069,10-2015,Axis_Long_Term_Equity,32.2086,124.19,4000.0,12635.24
2070,11-2015,Axis_Long_Term_Equity,30.9535,80.766,2500.0,8217.23
2071,11-2015,Axis_Long_Term_Equity,30.6824,81.48,2500.0,8289.87
2072,11-2015,Axis_Long_Term_Equity,31.2358,128.058,4000.0,13028.77
2073,12-2015,Axis_Long_Term_Equity,30.3766,82.3,2500.0,8373.3
2074,12-2015,Axis_Long_Term_Equity,31.0875,80.418,2500.0,8181.82
2075,12-2015,Axis_Long_Term_Equity,31.523,126.891,4000.0,12910.04
2076,01-2016,Axis_Long_Term_Equity,30.8995,80.907,2500.0,8231.58
2077,01-2016,Axis_Long_Term_Equity,29.358,85.156,2500.0,8663.87
2078,01-2016,Axis_Long_Term_Equity,30.1079,132.855,4000.0,13516.83
2079,02-2016,Axis_Long_Term_Equity,29.8739,83.685,2500.0,8514.21
2080,02-2016,Axis_Long_Term_Equity,28.8928,86.527,2500.0,8803.36
2081,02-2016,Axis_Long_Term_Equity,28.1303,142.195,4000.0,14467.09
2082,03-2016,Axis_Long_Term_Equity,29.5713,84.541,2500.0,8601.3
2083,03-2016,Axis_Long_Term_Equity,29.6795,84.233,2500.0,8569.97
2084,03-2016,Axis_Long_Term_Equity,29.9016,133.772,4000.0,13610.12
2085,08-2016,Axis_Long_Term_Equity,34.3404,87.361,3000.0,8888.21
2086,08-2016,Axis_Long_Term_Equity,34.3923,87.229,3000.0,8874.78
2087,09-2016,Axis_Long_Term_Equity,35.2977,84.991,3000.0,8647.09
2088,09-2016,Axis_Long_Term_Equity,34.6304,86.629,3000.0,8813.74
2089,09-2016,Axis_Long_Term_Equity,34.7529,86.324,3000.0,8782.71
2090,10-2016,Axis_Long_Term_Equity,35.3256,84.924,3000.0,8640.27
2091,10-2016,Axis_Long_Term_Equity,34.3414,87.358,3000.0,8887.91
2092,10-2016,Axis_Long_Term_Equity,35.19,85.251,3000.0,8673.54
2093,11-2016,Axis_Long_Term_Equity,34.1912,87.742,3000.0,8926.98
2094,11-2016,Axis_Long_Term_Equity,31.9294,93.957,3000.0,9559.3
2095,11-2016,Axis_Long_Term_Equity,32.2954,92.892,3000.0,9450.94
2096,12-2016,Axis_Long_Term_Equity,32.2203,93.109,3000.0,9473.02
2097,12-2016,Axis_Long_Term_Equity,32.0776,93.523,3000.0,9515.14
2098,12-2016,Axis_Long_Term_Equity,30.8257,97.321,3000.0,9901.56
2099,01-2017,Axis_Long_Term_Equity,32.0326,93.655,3000.0,9528.57
2100,01-2017,Axis_Long_Term_Equity,32.4397,92.479,3000.0,9408.92
2101,01-2017,Axis_Long_Term_Equity,33.6921,89.042,3000.0,9059.24
2102,02-2017,Axis_Long_Term_Equity,34.2516,87.587,3000.0,8911.21
2103,04-2017,Axis_Long_Term_Equity,36.6778,68.161,2500.0,6934.78
2104,05-2017,Axis_Long_Term_Equity,38.1868,65.468,2500.0,6660.79
2105,06-2017,Axis_Long_Term_Equity,39.0069,64.091,2500.0,6520.7
2106,07-2017,Axis_Long_Term_Equity,39.3134,63.592,2500.0,6469.93
2107,08-2017,Axis_Long_Term_Equity,39.3885,63.47,2500.0,6457.51
2108,09-2017,Axis_Long_Term_Equity,41.713,59.933,2500.0,6097.66
2109,10-2017,Axis_Long_Term_Equity,41.6587,60.011,2500.0,6105.59
2110,11-2017,Axis_Long_Term_Equity,42.1625,59.294,2500.0,6032.64
2111,12-2017,Axis_Long_Term_Equity,43.0751,58.038,2500.0,5904.86
2112,01-2018,Axis_Long_Term_Equity,44.7981,55.806,2500.0,5677.77
2113,02-2018,Axis_Long_Term_Equity,43.1983,57.873,2500.0,5888.07
2114,03-2018,Axis_Long_Term_Equity,43.1646,57.918,2500.0,5892.65
2115,04-2018,Axis_Long_Term_Equity,44.6607,55.978,2500.0,5695.27
2116,05-2018,Axis_Long_Term_Equity,45.8115,54.571,2500.0,5552.12
2117,06-2018,Axis_Long_Term_Equity,46.4037,53.875,2500.0,5481.31
2118,07-2018,Axis_Long_Term_Equity,47.2806,52.876,2500.0,5379.67
2119,08-2018,Axis_Long_Term_Equity,48.1197,51.954,2500.0,5285.86
2120,09-2018,Axis_Long_Term_Equity,47.8953,52.197,2500.0,5310.59
2121,10-2018,Axis_Long_Term_Equity,42.9547,58.201,2500.0,5921.44
2122,11-2018,Axis_Long_Term_Equity,43.5524,57.402,2500.0,5840.15
2123,12-2018,Axis_Long_Term_Equity,44.0545,56.748,2500.0,5773.61
2124,01-2019,Axis_Long_Term_Equity,44.7078,55.919,2500.0,5689.27
2125,02-2019,Axis_Long_Term_Equity,44.5422,56.127,2500.0,5710.43
2126,03-2019,Axis_Long_Term_Equity,45.9878,54.362,2500.0,5530.86
2127,04-2019,Axis_Long_Term_Equity,47.2548,52.905,2500.0,5382.62
2128,05-2019,Axis_Long_Term_Equity,46.2551,54.048,2500.0,5498.91
2129,06-2019,Axis_Long_Term_Equity,49.5439,50.46,2500.0,5133.86
2130,07-2019,Axis_Long_Term_Equity,48.1232,51.95,2500.0,5285.46
2131,08-2019,Axis_Long_Term_Equity,47.2855,52.87,2500.0,5379.06
2132,09-2019,Axis_Long_Term_Equity,47.7491,52.357,2500.0,5326.86
2133,10-2019,Axis_Long_Term_Equity,49.8371,50.163,2500.0,5103.64
2134,11-2019,Axis_Long_Term_Equity,52.7747,47.371,2500.0,4819.58
2135,12-2019,Axis_Long_Term_Equity,51.3884,48.649,2500.0,4949.61
2136,01-2020,Axis_Long_Term_Equity,53.6188,46.625,2500.0,4743.68
2137,02-2020,Axis_Long_Term_Equity,56.0931,44.569,2500.0,4534.5
2138,02-2020,Axis_Long_Term_Equity,55.0739,45.394,2500.0,4618.44
2139,02-2020,Axis_Long_Term_Equity,52.8907,94.535,5000.0,9618.1
2140,03-2020,Axis_Long_Term_Equity,51.3449,48.69,2500.0,4953.78
2141,03-2020,Axis_Long_Term_Equity,45.8588,54.515,2500.0,5546.42
2142,04-2020,Axis_Long_Term_Equity,42.8958,58.281,2500.0,5929.58
2143,04-2020,Axis_Long_Term_Equity,42.7458,58.485,2500.0,5950.33
2144,05-2020,Axis_Long_Term_Equity,43.4478,57.54,2500.0,5854.19
2145,05-2020,Axis_Long_Term_Equity,43.2228,57.84,2500.0,5884.71
